stress_q1,stress_q2,stress_q3,stress_q4,stress_q5,scws,income,investment,country,std_income,std_investment
8,6,8,9,8,36,1.3576422704376263,2.058763487224316,Country A,NA,NA
0,1,3,3,1,48,13.924808746446313,7.041775381443776,Country A,NA,NA
7,7,5,8,6,46,12.738239301770712,7.1235567304974525,Country A,NA,NA
2,4,5,2,6,43,18.388038745600024,7.065232849368702,Country A,NA,NA
4,4,7,2,4,46,14.768215284944658,6.154146232740898,Country A,NA,NA
5,5,5,4,7,41,8.559228113897138,5.243037170299972,Country A,NA,NA
8,7,9,10,8,40,9.736247784575632,9.373976906750707,Country A,NA,NA
5,6,6,4,5,42,13.489659627359448,2.8155128803122107,Country A,NA,NA
8,4,3,10,9,36,13.457835156358984,6.971728449901437,Country A,NA,NA
5,5,7,6,6,47,12.244733651502889,8.697584429340754,Country A,NA,NA
5,3,1,7,5,32,20.617691850306436,10.778454779876828,Country A,NA,NA
4,6,5,4,6,46,17.140101662062516,11.860530604105682,Country A,NA,NA
3,3,3,6,4,50,10.648036069316309,5.082437576242224,Country A,NA,NA
3,3,1,1,3,45,13.608814084402146,7.471686510612921,Country A,NA,NA
3,3,1,5,4,59,25.238409533467106,10.155530794765813,Country A,NA,NA
6,8,-0,4,6,50,18.785391682929454,7.384484800571285,Country A,NA,NA
4,1,3,3,6,33,9.296337061985579,5.764729379819261,Country A,NA,NA
3,7,4,1,3,50,17.969244679281463,7.8071848567267885,Country A,NA,NA
5,10,6,8,6,42,16.026652736042802,5.228784499462453,Country A,NA,NA
4,5,4,3,2,41,24.92082704498027,10.612161133884465,Country A,NA,NA
5,10,2,4,4,37,8.125822544306558,3.595106880246117,Country A,NA,NA
4,8,2,3,5,49,25.224239256109556,10.1828223208277,Country A,NA,NA
2,6,0,4,3,49,16.912149437986358,6.324812957999612,Country A,NA,NA
3,2,1,1,3,56,24.68238174576441,13.504478876582368,Country A,NA,NA
5,6,5,4,5,52,16.765643706640887,8.615469861666323,Country A,NA,NA
2,3,1,4,1,48,19.93218515064943,8.616944364305496,Country A,NA,NA
0,0,0,0,0,50,19.050613104295838,5.170218331308423,Country A,NA,NA
0,0,0,0,0,54,18.97477010327778,5.735577714028093,Country A,NA,NA
3,2,3,3,3,50,21.438365166923454,7.961269055929516,Country A,NA,NA
6,4,2,3,8,42,15.713403030689822,6.096912110183351,Country A,NA,NA
0,-0,0,0,2,57,23.463699105365215,9.194880572938763,Country A,NA,NA
3,2,6,6,4,49,19.241278422122363,7.026982047139083,Country A,NA,NA
10,6,6,4,8,37,12.681730499226939,7.515990207875803,Country A,NA,NA
10,6,8,7,8,38,15.736614106430645,8.555584368459973,Country A,NA,NA
2,3,2,4,3,38,20.88477458301291,7.013667793097522,Country A,NA,NA
4,3,5,3,3,42,14.049482450641008,4.069525068383247,Country A,NA,NA
7,5,5,5,7,51,16.527441532785762,7.649186299128989,Country A,NA,NA
3,1,5,4,2,56,21.377367374663038,10.382253307581735,Country A,NA,NA
5,7,6,7,9,44,17.334097568865882,8.926901390951167,Country A,NA,NA
6,6,6,6,5,38,7.000541366699974,7.116498696362913,Country A,NA,NA
1,0,5,1,3,52,27.83534542456694,12.584380514997822,Country A,NA,NA
10,10,10,6,8,27,8.34484900199963,3.6697642419062277,Country A,NA,NA
4,6,3,5,5,57,14.741212318193808,7.45991694733643,Country A,NA,NA
5,6,5,7,8,47,16.95540414957642,9.86679610138993,Country A,NA,NA
10,10,9,10,10,34,9.59354450763784,6.814355190609088,Country A,NA,NA
7,7,5,5,7,34,19.456819155189315,9.767244422137779,Country A,NA,NA
7,6,6,9,7,38,16.043820355840563,5.37068196065462,Country A,NA,NA
6,7,4,10,8,34,10.278591920829669,7.0966192620323,Country A,NA,NA
5,7,7,4,5,48,20.39422781382279,5.479578965446447,Country A,NA,NA
4,6,5,3,2,45,18.611061700672995,5.7003710164193695,Country A,NA,NA
6,4,8,8,6,44,13.129609445658453,6.129271326966472,Country A,NA,NA
9,10,10,7,7,39,13.397483981396828,8.118469974289866,Country A,NA,NA
8,9,10,9,10,27,-1.177689024064211,2.831223837740258,Country A,NA,NA
0,0,2,2,1,48,20.746305685637374,11.042518016850117,Country A,NA,NA
0,2,0,2,-0,54,26.09319372451163,12.162936508714129,Country A,NA,NA
2,-0,-0,2,3,57,25.1739335720563,13.279328543951031,Country A,NA,NA
3,1,1,5,2,45,9.396838525482647,4.457995837579997,Country A,NA,NA
4,2,3,6,4,42,20.4016623153836,10.006909167476277,Country A,NA,NA
7,3,7,5,3,40,11.67592635111266,3.8979197119440543,Country A,NA,NA
5,9,4,5,5,48,10.457550433989141,7.0799442119022045,Country A,NA,NA
6,3,1,4,6,48,15.095482671399003,8.937589188362288,Country A,NA,NA
4,5,7,2,4,56,22.60839491034491,11.586101270285774,Country A,NA,NA
5,5,7,4,6,32,15.612937071121376,7.6318544927635745,Country A,NA,NA
6,6,4,7,6,41,12.126058890552297,7.223420962310737,Country A,NA,NA
0,0,0,0,0,44,27.672700915229335,8.859713907898582,Country A,NA,NA
3,5,1,1,2,48,20.5342518025369,6.023478268149436,Country A,NA,NA
5,6,3,4,7,40,19.935467858972256,7.257729735988675,Country A,NA,NA
6,7,4,2,6,37,3.299893361594222,2.4077799355918037,Country A,NA,NA
2,2,0,1,0,59,20.627231804923806,9.244840314956154,Country A,NA,NA
3,7,5,2,4,45,18.190673800714535,9.69179697499413,Country A,NA,NA
5,5,-0,3,5,45,18.012905899089837,8.545846008457936,Country A,NA,NA
4,6,4,4,4,46,18.34685337688777,7.167160630594134,Country A,NA,NA
9,7,10,8,7,33,7.525856999315783,3.3054653339374034,Country A,NA,NA
9,7,7,7,5,48,12.5941142200829,9.381821621235968,Country A,NA,NA
1,2,2,2,2,48,10.56281199975392,5.618861664760278,Country A,NA,NA
7,6,7,8,9,48,12.822096285397201,4.961179943257152,Country A,NA,NA
5,4,5,7,6,48,17.82717390316955,11.188396155558351,Country A,NA,NA
2,2,3,3,1,37,15.140388453428077,3.8442042580476836,Country A,NA,NA
2,0,4,3,1,50,10.252607325019188,2.867976860639157,Country A,NA,NA
0,1,4,0,2,59,32.86096612404015,12.372791216643657,Country A,NA,NA
9,9,8,9,9,37,5.394873627873501,4.9694761095640025,Country A,NA,NA
3,8,5,6,6,34,16.136012311448752,7.064690541521899,Country A,NA,NA
1,5,1,-0,5,51,14.531690232937345,10.312484055968035,Country A,NA,NA
7,5,5,5,4,50,25.53791361587352,12.8377282692373,Country A,NA,NA
2,4,0,1,4,40,20.256288203290925,8.91245000288688,Country A,NA,NA
4,1,5,5,5,36,15.47991352229982,4.872375710978863,Country A,NA,NA
3,5,3,2,2,46,21.42145458837352,10.020098973962416,Country A,NA,NA
4,5,5,5,3,47,17.45921074130813,4.874279004365301,Country A,NA,NA
9,9,7,8,8,32,4.955708189023877,1.1457881842283317,Country A,NA,NA
6,5,10,9,8,36,4.142155790467134,0.40168029641939107,Country A,NA,NA
5,3,5,4,3,40,12.591134849298625,5.58789787901838,Country A,NA,NA
6,6,8,8,5,35,8.26633325478209,3.2486655964364273,Country A,NA,NA
10,8,10,10,10,32,10.847943093256372,6.677340875136284,Country A,NA,NA
10,10,10,9,10,32,2.7966874944610964,2.953491211030191,Country A,NA,NA
9,8,8,8,7,39,3.620454024730863,1.2772498301049708,Country A,NA,NA
10,7,8,10,9,29,7.32039641118826,4.787983036243075,Country A,NA,NA
5,5,5,7,7,46,11.23999620272633,8.687040073165434,Country A,NA,NA
7,6,4,4,7,46,13.425809274035036,3.9495749599954464,Country A,NA,NA
0,2,0,0,0,50,28.25621213246727,6.961994782363442,Country A,NA,NA
6,7,4,4,5,42,15.288708016724572,8.535927313202029,Country A,NA,NA
4,7,2,8,8,40,11.060178586493743,7.3726697303554625,Country A,NA,NA
8,8,10,10,8,27,8.04611386429396,5.5110004964482595,Country A,NA,NA
1,1,3,2,3,54,14.746631487981249,9.066275296111916,Country A,NA,NA
5,8,4,5,7,50,18.490584355035207,8.152751916396923,Country A,NA,NA
3,7,9,3,4,48,10.062557285003589,3.5574755982821284,Country A,NA,NA
9,7,3,8,8,34,9.478805600157838,5.962768736397982,Country A,NA,NA
4,6,4,6,6,39,12.967334324504078,5.483652448597712,Country A,NA,NA
7,4,3,7,6,49,13.67626049385038,5.0643533029070795,Country A,NA,NA
5,3,5,5,7,53,19.070545567137714,6.848850472149673,Country A,NA,NA
3,1,3,1,3,38,14.64804781499095,6.924679407800222,Country A,NA,NA
5,7,4,4,6,34,16.284141192390116,8.747541734670024,Country A,NA,NA
5,6,10,7,8,48,8.869004224339005,8.000998723464617,Country A,NA,NA
5,6,5,1,9,38,8.466192710616664,4.833534826579019,Country A,NA,NA
9,10,10,10,7,42,8.973633592974396,5.063643528882359,Country A,NA,NA
9,8,7,10,10,45,9.176131250524834,7.310313660935154,Country A,NA,NA
4,6,7,6,7,41,16.47883083524672,5.034712843753148,Country A,NA,NA
2,4,5,3,5,48,20.24164143553668,8.934050146732119,Country A,NA,NA
1,2,3,3,2,43,16.56280174500229,7.15628135285299,Country A,NA,NA
8,9,9,10,10,32,8.533018308598677,4.677306026055749,Country A,NA,NA
-0,2,3,0,0,56,22.81822256182536,11.950532023915315,Country A,NA,NA
6,5,6,9,7,35,10.762779585444417,6.198856787427785,Country A,NA,NA
7,4,2,5,5,43,16.666108980943616,9.076223781786142,Country A,NA,NA
3,0,2,2,2,44,24.961187068839784,10.20999446961496,Country A,NA,NA
5,10,7,4,5,43,13.861265321049727,5.082802067638457,Country A,NA,NA
6,6,2,8,4,43,9.913767166251766,6.85633738874546,Country A,NA,NA
8,6,6,10,6,39,16.31582984563394,10.482386160801028,Country A,NA,NA
3,3,1,6,3,58,15.845306183823853,8.313221601829264,Country A,NA,NA
5,5,4,4,5,56,13.35723185396408,4.083917127546817,Country A,NA,NA
9,6,7,9,10,41,11.72033299041383,5.413251946195699,Country A,NA,NA
6,3,4,4,4,51,13.388830384224498,6.255927415392866,Country A,NA,NA
6,5,6,9,7,47,14.990424588802918,6.7918845334309434,Country A,NA,NA
4,5,-0,3,2,49,17.92215836984484,9.104591356066877,Country A,NA,NA
6,5,6,9,7,49,13.5729979242807,8.407988735262121,Country A,NA,NA
4,5,7,2,3,50,13.492893806998747,5.641274814199406,Country A,NA,NA
2,4,5,5,2,52,23.57824002801789,10.123420173638369,Country A,NA,NA
10,8,6,9,7,36,16.421764698718533,6.6720076851026215,Country A,NA,NA
0,0,0,0,1,60,32.823375523282,14.070601923582295,Country A,NA,NA
5,5,4,6,4,40,11.324719800693032,4.6239035435937375,Country A,NA,NA
2,3,0,4,1,47,18.47587786724364,5.9997283255386336,Country A,NA,NA
9,7,7,5,7,47,7.752338651531781,6.1909794023633875,Country A,NA,NA
0,3,3,2,1,52,28.645357117395033,12.205133299169454,Country A,NA,NA
5,5,4,3,4,44,11.991718132555373,6.1859334211840595,Country A,NA,NA
4,4,5,6,3,46,19.886027398947,10.215789913720705,Country A,NA,NA
7,10,7,8,9,41,9.51840663158221,2.661486103585294,Country A,NA,NA
2,0,3,3,0,50,24.582742960603408,10.671337054991925,Country A,NA,NA
2,7,4,3,3,53,25.93445393533739,9.441424431894015,Country A,NA,NA
5,4,7,1,3,44,18.612072438603274,5.515853902115824,Country A,NA,NA
9,6,5,7,6,44,8.712869703399138,6.77060606405822,Country A,NA,NA
8,6,5,8,7,38,14.058790778457697,6.645161144036555,Country A,NA,NA
0,0,0,1,-0,51,22.591902303748803,6.952127278968395,Country A,NA,NA
1,4,6,2,4,45,17.70803458467969,8.73445777941229,Country A,NA,NA
1,2,6,1,0,59,31.12413019824824,13.650617152562788,Country A,NA,NA
6,5,7,6,7,37,12.104220710140652,6.818084827300248,Country A,NA,NA
4,3,1,4,2,50,21.326884932689374,6.175914641995885,Country A,NA,NA
3,5,1,3,4,51,13.03833802834323,2.126349906855035,Country A,NA,NA
6,6,3,5,8,32,6.788729599954401,2.6156401889639618,Country A,NA,NA
6,7,6,10,9,34,7.036123837719643,0.9778793613616887,Country A,NA,NA
10,7,10,10,10,34,2.4919329443632243,3.5527693895843164,Country A,NA,NA
9,7,6,9,9,39,12.359494096789177,4.530997278998809,Country A,NA,NA
3,3,5,5,2,47,10.363774829193574,4.938534495279481,Country A,NA,NA
4,7,-0,3,7,37,20.034191698670803,7.916969031604442,Country A,NA,NA
6,6,8,6,5,39,12.145919126603438,8.079026624784001,Country A,NA,NA
6,6,6,4,4,45,13.822272756938293,7.415342234103811,Country A,NA,NA
6,10,2,4,6,44,14.79561601894791,7.080732145783512,Country A,NA,NA
7,7,10,6,7,53,10.553871364080917,7.354114492700296,Country A,NA,NA
6,7,-0,6,3,37,14.740162669531115,9.309867804075008,Country A,NA,NA
9,8,8,10,10,35,1.3905833726346764,1.7584295435012036,Country A,NA,NA
7,3,6,8,6,35,13.615767476179418,3.6313522509180975,Country A,NA,NA
4,6,2,0,2,48,14.59128176295551,5.377392704784436,Country A,NA,NA
1,0,2,4,4,52,14.054327622071025,7.325452762094129,Country A,NA,NA
4,9,3,4,3,44,19.375536927220438,7.114777154688865,Country A,NA,NA
8,8,10,6,9,42,15.05836684296021,9.823434901978175,Country A,NA,NA
7,7,6,6,9,41,17.50125187042503,8.489841997573174,Country A,NA,NA
6,9,8,8,9,38,12.460914585153755,8.843071360916651,Country A,NA,NA
8,8,7,6,8,40,18.212422182912555,8.687661537217327,Country A,NA,NA
7,4,7,10,10,41,22.55815504098009,10.657603462137793,Country A,NA,NA
7,7,4,7,7,41,6.484519185090514,1.7695181590415086,Country A,NA,NA
-0,4,5,4,2,53,18.898952200477048,10.19034716926766,Country A,NA,NA
5,4,3,4,2,48,16.347554125448326,8.688384380465308,Country A,NA,NA
2,1,5,1,2,59,27.47637944986766,11.621423785555795,Country A,NA,NA
1,3,0,3,3,46,15.791243942926673,6.580166294247524,Country A,NA,NA
2,-0,2,5,2,44,22.242946206252558,9.558897236555696,Country A,NA,NA
4,2,9,4,2,54,26.601048274786322,10.31949282203925,Country A,NA,NA
2,5,5,4,4,46,18.768290770835705,8.46758073812648,Country A,NA,NA
1,1,4,1,-0,51,23.875993501100034,11.633412709190054,Country A,NA,NA
1,5,6,3,6,44,18.532819955678704,8.790725531788926,Country A,NA,NA
9,7,3,7,8,42,7.28295397692282,1.0930511084398633,Country A,NA,NA
7,5,8,2,6,37,10.625212208733025,7.924245814220809,Country A,NA,NA
0,0,0,0,-0,55,31.424161313845914,12.134897690777748,Country A,NA,NA
4,3,5,1,3,48,22.47132134758976,8.184221941467415,Country A,NA,NA
1,0,3,2,0,50,17.812588577788226,7.854303502339252,Country A,NA,NA
8,6,5,10,8,35,1.0760079451844824,1.5500400705961397,Country A,NA,NA
2,3,4,3,4,46,25.997879249390785,12.037284750171718,Country A,NA,NA
5,5,6,5,4,43,14.544173474612643,7.368882272412389,Country A,NA,NA
4,-0,0,0,1,43,20.124672328539763,11.138287035441468,Country A,NA,NA
4,6,6,4,4,46,19.105228633101426,7.939189344359631,Country A,NA,NA
8,6,5,5,6,39,11.684031578499559,5.695755402855958,Country A,NA,NA
4,2,3,8,5,39,14.018464426901957,9.183836664313201,Country A,NA,NA
6,2,4,4,5,50,11.1088392692943,6.422590007167102,Country A,NA,NA
1,4,3,4,4,51,21.04004295612254,8.671709926735963,Country A,NA,NA
7,4,5,6,6,43,18.726559896511013,6.023104815630359,Country A,NA,NA
7,9,5,8,5,35,11.099235834636312,4.157477218868378,Country A,NA,NA
4,5,6,6,4,42,18.055850060724485,7.731266170388075,Country A,NA,NA
1,2,-0,0,1,52,24.469913144055035,10.474877031671326,Country A,NA,NA
5,4,5,5,2,44,20.728397152757516,7.1262737538254886,Country A,NA,NA
7,2,2,2,4,50,21.526601401187605,8.105919051802712,Country A,NA,NA
6,3,7,6,7,41,9.373750750346286,4.821931918167877,Country A,NA,NA
1,2,4,4,3,41,15.49715144411517,5.781270045292792,Country A,NA,NA
5,8,1,6,5,45,17.573916647426373,9.181126059398997,Country A,NA,NA
9,5,9,8,8,40,8.73977725629616,6.03670325794277,Country A,NA,NA
0,0,2,0,0,43,5.295367316173493,2.7831803974633225,Country A,NA,NA
3,4,4,4,5,47,14.75082559065273,6.752474412337203,Country A,NA,NA
3,5,6,4,3,46,14.823040467819245,6.117900963627211,Country A,NA,NA
2,2,3,4,3,44,21.86705637509553,8.950596442998448,Country A,NA,NA
2,-0,2,-0,-0,52,30.750044399739707,13.845720418923598,Country A,NA,NA
2,1,2,3,3,33,15.317469786575003,4.23717620693124,Country A,NA,NA
7,8,8,4,5,46,20.75555639218285,9.06261055815228,Country A,NA,NA
6,4,3,2,5,42,7.895075925953781,5.356578607918828,Country A,NA,NA
4,7,5,3,5,46,17.160140107961613,6.4652080872712485,Country A,NA,NA
5,5,2,3,4,54,21.08663859524129,11.009702821960254,Country A,NA,NA
5,5,5,7,3,33,13.746461825216983,3.3510003762812755,Country A,NA,NA
2,0,2,4,3,40,16.23914311569871,2.479754830366325,Country A,NA,NA
0,4,2,1,2,50,15.124541774054583,6.7189355005871745,Country A,NA,NA
1,1,4,3,5,50,21.069174878456852,11.21319794912412,Country A,NA,NA
5,3,5,5,6,43,21.48597621934072,9.75271219355076,Country A,NA,NA
4,4,5,6,5,45,26.07349165853413,11.715998562833757,Country A,NA,NA
6,10,3,8,7,46,17.641660783436247,11.668421248889198,Country A,NA,NA
6,8,5,9,9,42,11.56924182680491,9.34376228046623,Country A,NA,NA
10,4,10,10,8,34,9.14371684675606,5.627156307587762,Country A,NA,NA
3,0,4,5,2,47,22.191251444875668,13.595724814842853,Country A,NA,NA
1,3,3,3,2,40,22.870639723776144,7.459569651744469,Country A,NA,NA
0,-0,0,3,2,52,22.28611411083974,10.000035895640895,Country A,NA,NA
7,5,3,4,6,42,11.540775399176017,6.902731056768,Country A,NA,NA
1,3,3,4,-0,53,20.08277259018771,9.509120066360328,Country A,NA,NA
0,1,5,-0,2,55,26.606616031784213,11.038783736278777,Country A,NA,NA
5,3,4,5,4,36,1.4446472155127061,1.6734046040778239,Country A,NA,NA
0,2,2,0,1,53,17.69887167679147,8.410629188616259,Country A,NA,NA
5,9,1,3,6,43,18.45335817858084,8.16780791245372,Country A,NA,NA
3,0,0,5,4,40,17.858126543973782,6.519680316196506,Country A,NA,NA
8,9,10,7,4,38,11.785593027586287,5.389801065078334,Country A,NA,NA
8,9,7,6,9,41,17.500357476078705,10.070300926656888,Country A,NA,NA
1,3,0,2,4,56,27.115309833970745,12.270366165137364,Country A,NA,NA
9,7,5,9,8,41,12.353179796574684,7.506595424762809,Country A,NA,NA
5,4,9,2,3,39,17.554255962646884,6.321625523822763,Country A,NA,NA
7,5,4,6,5,44,11.70107623987859,6.176957744693874,Country A,NA,NA
4,6,1,6,3,48,10.048440561526904,4.943795087291156,Country A,NA,NA
9,9,8,10,8,36,10.97181513703751,3.218918791075052,Country A,NA,NA
9,10,6,8,10,33,12.251720707436995,2.522299625419551,Country A,NA,NA
8,7,3,3,5,36,6.541528767343593,2.1271255965987947,Country A,NA,NA
5,5,8,6,5,46,16.22732367415738,6.9302878444471,Country A,NA,NA
4,5,0,6,4,50,20.829365515014278,10.304788310450384,Country A,NA,NA
4,5,4,4,3,46,18.967775657376002,9.448928990808126,Country A,NA,NA
7,8,8,5,7,34,8.726588134758655,2.6078146830687263,Country A,NA,NA
3,4,3,3,4,46,16.697963045803146,5.906243819038824,Country A,NA,NA
3,3,6,2,3,50,12.234637129275452,3.252273772324731,Country A,NA,NA
3,1,4,0,2,48,16.762879083768787,7.152870903772234,Country A,NA,NA
5,5,1,5,4,35,12.390147943511309,2.2871497187139145,Country A,NA,NA
5,3,4,4,4,51,15.404611539374562,9.447225263260748,Country A,NA,NA
3,6,3,2,2,49,28.959108841411652,13.116549909683581,Country A,NA,NA
1,2,2,0,0,53,23.973563928703243,11.323942639116668,Country A,NA,NA
0,4,0,3,0,48,13.609546453736632,1.8480830605349725,Country A,NA,NA
7,2,5,8,4,56,16.648622784101274,6.684334832591929,Country A,NA,NA
8,8,1,6,10,34,6.586771693435299,2.015581865414098,Country A,NA,NA
6,6,10,5,6,36,12.087772037204276,4.263771993071103,Country A,NA,NA
3,6,4,3,4,45,13.899908731470045,5.585786148417601,Country A,NA,NA
6,4,8,5,5,43,16.61860014325715,7.357989170309304,Country A,NA,NA
6,3,5,4,6,35,9.567592231881903,1.8137449500658391,Country A,NA,NA
4,5,7,4,7,37,4.293645060081985,4.1908169638712245,Country A,NA,NA
5,5,6,5,3,34,15.45438780474058,5.944258075286566,Country A,NA,NA
8,10,5,8,8,35,18.20351368872877,6.4257491114826895,Country A,NA,NA
6,5,8,7,9,49,11.480234898317345,6.387492495377966,Country A,NA,NA
3,6,3,3,4,44,21.816946408660407,9.793018666748093,Country A,NA,NA
8,10,10,8,5,36,2.0062352250671402,3.517612624207318,Country A,NA,NA
5,4,6,5,5,37,17.417407454213826,5.5016631639180735,Country A,NA,NA
3,0,3,4,3,48,13.524449869745455,7.292150050246751,Country A,NA,NA
5,9,7,6,10,40,11.338157547553205,6.7030724520745695,Country A,NA,NA
2,2,4,3,5,53,18.1112989494807,8.60003509990533,Country A,NA,NA
7,7,8,9,7,55,8.532336553448353,5.588519631516718,Country A,NA,NA
8,9,7,7,9,53,16.730912414539176,8.767600787668801,Country A,NA,NA
3,4,6,4,3,48,21.96993379809369,10.521407583121812,Country A,NA,NA
4,3,7,8,6,49,12.83231908913238,4.899865048234384,Country A,NA,NA
2,1,0,3,2,51,22.621966609346035,8.978780685254105,Country A,NA,NA
4,6,6,5,6,50,18.63017998488449,8.951163970950503,Country A,NA,NA
3,4,5,6,6,51,14.2550296623976,6.395020407688273,Country A,NA,NA
7,9,6,8,8,44,15.819859940674482,7.9172138653547774,Country A,NA,NA
6,2,6,1,3,53,23.196919855867982,10.520727572886898,Country A,NA,NA
3,2,3,3,4,48,11.567693432055304,5.563365503749265,Country A,NA,NA
6,2,3,4,8,51,19.38994462693206,6.826114661647947,Country A,NA,NA
10,10,6,5,10,28,8.577577509059473,3.6538373997622,Country A,NA,NA
3,4,4,5,5,51,22.605383914181306,10.95962895832254,Country A,NA,NA
10,8,9,8,5,34,12.042966063962028,8.807917047240526,Country A,NA,NA
0,-0,0,2,0,52,30.466863879187887,10.737149786634436,Country A,NA,NA
1,0,2,0,2,49,25.366323232102893,10.940797267246925,Country A,NA,NA
6,5,6,3,6,50,21.04530114577196,10.399368380246681,Country A,NA,NA
3,3,1,0,4,47,9.692395159683029,4.029168674410857,Country A,NA,NA
1,7,3,6,4,45,13.168641827812507,4.389393200511895,Country A,NA,NA
6,5,5,7,5,46,15.437229359297712,7.954314793605383,Country A,NA,NA
0,0,-0,4,0,50,18.098839575547334,6.687728499316808,Country A,NA,NA
7,7,10,6,8,35,12.76610223788637,7.264513637302191,Country A,NA,NA
4,3,5,2,4,47,20.169019825573102,6.890615579867754,Country A,NA,NA
5,3,3,3,5,46,20.52989375078242,12.643615067457938,Country A,NA,NA
7,8,7,7,7,44,11.558879275137086,5.805230060548323,Country A,NA,NA
4,5,5,4,5,47,18.811393095452324,8.348160549366929,Country A,NA,NA
5,5,6,7,7,46,8.764840397161763,7.751050598697655,Country A,NA,NA
3,2,2,2,5,48,13.846673986170975,6.938154457143162,Country A,NA,NA
6,6,7,4,3,40,18.810989994707498,9.190789831724851,Country A,NA,NA
5,5,6,6,2,39,12.988264612780954,6.465626588390073,Country A,NA,NA
6,7,4,9,5,35,14.01946784802321,4.872346314690867,Country A,NA,NA
3,3,5,0,3,48,21.937876098721734,9.096719187727166,Country A,NA,NA
5,4,3,4,5,50,15.153607449403458,3.8999745145933766,Country A,NA,NA
8,6,7,7,7,39,13.71696500485976,1.995482527622059,Country A,NA,NA
4,6,8,5,1,47,20.094835071520304,10.60448117061031,Country A,NA,NA
5,3,3,7,8,49,20.185689238405523,11.812822146232453,Country A,NA,NA
5,6,4,6,4,51,16.46989046841645,11.708997211599359,Country A,NA,NA
5,4,3,4,4,38,14.129860167027642,7.2249549155713195,Country A,NA,NA
6,5,6,8,6,41,14.315274642440905,8.11818343381685,Country A,NA,NA
6,8,4,9,9,38,11.121940781847048,6.0252955824450805,Country A,NA,NA
5,7,2,2,7,45,15.403919641606668,6.57773144617097,Country A,NA,NA
10,10,7,8,10,28,6.99227613397367,3.2013136592203835,Country A,NA,NA
6,5,3,7,7,36,13.456663242618673,7.771291479974886,Country A,NA,NA
1,2,4,5,2,51,16.23504546550859,8.832233560948989,Country A,NA,NA
8,7,8,8,4,36,12.634820443931925,6.204464746605405,Country A,NA,NA
1,1,3,2,2,54,14.0705802755069,7.092398406248364,Country A,NA,NA
5,6,4,4,7,46,13.712902764257889,4.934240197125774,Country A,NA,NA
5,3,10,1,2,46,13.56673687604047,9.712279915943565,Country A,NA,NA
10,6,5,7,10,48,16.05590226174872,9.525335452769799,Country A,NA,NA
4,2,8,3,0,51,16.618137783300913,6.83655908194803,Country A,NA,NA
6,3,3,7,6,37,8.85170070148324,4.465630289675548,Country A,NA,NA
4,8,6,1,6,43,14.59857655478361,8.141041537890121,Country A,NA,NA
10,10,10,10,10,28,1.1262179791086417,3.7621944476460607,Country A,NA,NA
6,7,8,5,7,44,13.162680454669221,2.493699315950705,Country A,NA,NA
8,5,6,10,6,52,20.253579986333115,15.149109406552482,Country A,NA,NA
5,5,2,3,3,49,19.390692017249513,6.906456447086932,Country A,NA,NA
5,2,2,3,5,38,9.590293781615301,2.1713410147314036,Country A,NA,NA
1,3,3,1,0,50,18.26644985041257,8.129293067901664,Country A,NA,NA
2,6,6,5,3,50,19.511764998244665,7.677272543368893,Country A,NA,NA
6,9,9,9,7,43,9.856868391993743,5.03526103200536,Country A,NA,NA
5,10,7,5,6,41,19.106414174810947,8.30097385347647,Country A,NA,NA
7,10,5,5,7,53,18.00712675326346,9.918018264616487,Country A,NA,NA
2,6,3,5,5,49,14.34140412093651,8.854235151127124,Country A,NA,NA
8,8,8,9,6,41,17.149506597532827,7.33340127556321,Country A,NA,NA
5,8,9,7,5,53,15.045074591649676,11.007551242876296,Country A,NA,NA
9,10,4,5,10,36,3.5991579012942747,-1.218293216911917,Country A,NA,NA
1,2,5,3,3,47,9.152416283458624,8.379075870450587,Country A,NA,NA
8,7,10,10,8,42,10.002632902411452,6.4455903265457755,Country A,NA,NA
5,5,7,6,6,41,8.421818167850992,3.3744622048743285,Country A,NA,NA
10,6,9,8,7,37,10.647826668376755,4.521166673783914,Country A,NA,NA
6,6,10,6,4,36,1.5360796068976832,0.6551466882247103,Country A,NA,NA
10,8,6,9,8,33,3.3312648815671366,3.4534075964061595,Country A,NA,NA
7,0,10,8,8,40,12.444349306281312,8.34957234129701,Country A,NA,NA
8,7,6,8,7,32,16.35610423410961,9.658368260076537,Country A,NA,NA
7,8,2,6,8,41,13.042984205110281,6.259231120974237,Country A,NA,NA
2,3,4,4,4,48,16.24850814213284,10.676680437437406,Country A,NA,NA
7,9,3,10,8,45,8.501882504779532,5.350939940513751,Country A,NA,NA
0,3,2,2,0,47,19.442011859659253,6.268620755744335,Country A,NA,NA
9,9,9,8,7,36,7.849338148518328,4.1040738976918725,Country A,NA,NA
10,7,8,8,10,37,15.100880389764114,8.004292232756448,Country A,NA,NA
10,10,10,10,10,36,1.2428359019697748,4.9708755963613385,Country A,NA,NA
9,9,10,6,9,46,14.595868719529875,5.982618809089985,Country A,NA,NA
4,5,2,2,4,55,17.16854683823291,8.523365173621485,Country A,NA,NA
8,5,7,7,8,38,16.392976795711025,4.334285154439517,Country A,NA,NA
5,2,3,4,3,40,20.408782774296732,7.485352806423743,Country A,NA,NA
2,8,4,6,6,48,15.239807980201324,8.585205085575899,Country A,NA,NA
2,7,5,5,4,31,21.6848723246095,5.265301281621018,Country A,NA,NA
