stress_q1,stress_q2,stress_q3,stress_q4,stress_q5,scws,income,investment,gcse_min,parent_gender
7,5,6,5,8,37,5.263984978730392,4.7643714129444525,0,Woman
1,4,0,4,6,44,15.029683039444727,6.675118025588576,1,Woman
4,6,2,6,4,42,16.50128990107087,11.821498849412624,0,Man
6,6,8,7,5,34,5.611452252718085,3.1663453500479637,0,Woman
5,9,10,10,7,44,8.464168129296462,5.187297960046447,1,Woman
6,8,2,6,7,48,13.140406907803857,4.146104585753294,1,Woman
5,7,8,5,6,51,14.713740788070048,7.817149078008214,1,Man
5,7,5,8,6,34,1.4912552513735253,-0.6921585765170413,0,Woman
3,4,4,1,4,54,14.391976751637483,8.897536134858116,1,Woman
8,10,8,6,7,39,14.954792289974153,7.673052180798835,1,Woman
10,8,9,8,7,38,13.817940302457655,6.496501283786664,1,Woman
2,3,0,3,-0,55,14.965410204144028,0.4558255545161112,1,Woman
4,8,2,4,3,43,12.309690539699425,4.322541990328942,1,Woman
1,0,1,1,1,44,26.221500347454715,7.687715063012669,1,Woman
7,0,5,4,6,39,16.76972653476991,11.968246092578529,1,Man
7,2,5,6,5,46,3.5517221613495646,4.263710248443429,0,Man
3,4,-0,-0,2,42,13.912805009437664,5.783838524556767,1,Woman
8,8,10,10,7,27,7.997613051986988,0.9092782873496583,1,Man
1,0,4,4,2,49,23.94566392470262,11.938096214560906,1,Woman
2,2,3,5,0,54,23.460173977610776,11.298010948363789,1,Woman
2,3,3,6,4,49,19.378896357269937,9.432970366133748,1,Woman
10,7,10,6,9,32,4.955307524068235,-0.9157472530655246,0,Woman
4,4,6,3,6,37,18.349150903828455,6.44711089267058,0,Woman
1,5,5,4,4,42,20.3232779537869,4.373076404697873,1,Woman
8,8,8,5,7,47,7.833190715333922,6.266932959489834,0,Man
2,4,6,5,7,52,10.73978434051496,5.444864807469449,1,Woman
6,4,5,4,3,49,18.663073367568092,11.62636957584799,1,Woman
7,5,10,7,6,42,16.098375746803274,3.6918979400053105,0,Man
7,7,7,8,9,41,6.875588392113405,4.0826071513343525,0,Other
8,8,8,6,4,45,15.91927766111432,6.974978113488174,0,Man
5,5,10,5,6,39,14.551812521716048,5.554688695156915,1,Woman
5,3,4,4,5,44,18.675091711827438,10.528033951137877,1,Woman
4,4,6,3,4,47,24.768144700773433,12.236343885689621,1,Woman
1,4,-0,6,3,50,22.253472939866672,9.551243976007806,0,Other
8,6,5,10,7,25,4.645819488849217,5.459866994156862,0,Woman
5,10,7,9,8,43,12.888393188358107,11.058234872994717,1,Woman
3,1,5,5,2,54,14.466160218043749,10.417469275174891,1,Woman
6,7,2,3,4,44,15.787955619447562,5.74602366216595,1,Woman
2,1,1,1,3,46,20.82007976415569,9.153566045111784,1,Woman
8,10,8,8,7,45,15.555283463127296,5.89610002489325,0,Man
6,9,7,9,4,45,20.47835691737569,11.054086668422688,1,Woman
7,9,5,8,7,39,14.60003432207205,7.893298076301853,1,Woman
5,4,6,5,3,43,12.645751736416297,4.500085142982366,0,Man
3,4,2,3,4,46,12.143849008932422,0.6080922855767996,0,Man
1,4,4,3,1,43,16.09279820466802,8.478598565668719,1,Man
4,0,3,6,4,49,15.9862997328067,5.95034495105469,0,Man
0,-0,3,-0,0,47,17.150418940404002,4.4798351813981965,1,Woman
8,6,5,5,5,46,9.322757253114222,8.93243752671494,0,Man
5,0,6,1,0,45,21.67659771572969,7.069378930981175,0,Man
5,5,3,3,6,41,14.595761726738399,7.967311767909927,0,Man
-0,-0,2,1,0,57,25.409017647184438,14.294123549021483,1,Woman
7,3,3,8,8,44,17.0394857726871,6.322348683634046,1,Woman
10,9,10,10,10,31,6.325793934681087,5.207955434149331,0,Woman
10,10,5,9,8,43,8.56474319784529,6.026132061921541,0,Man
2,2,3,2,2,46,16.116153809081347,5.644448345882004,1,Woman
6,3,4,4,6,38,6.536094993913556,3.285430309395168,0,Woman
0,2,3,0,-0,48,24.296139486438488,11.008969184410343,1,Woman
6,7,5,5,6,43,17.613840603451635,9.658616173414448,1,Woman
10,9,9,8,10,34,4.728775945250229,3.107529156557185,0,Woman
8,9,9,9,10,24,9.99746393138959,4.145751970370927,0,Woman
4,6,1,6,2,43,16.661513121245132,5.372828669950165,1,Other
3,-0,6,-0,1,49,17.35167840436572,6.459110780488064,1,Woman
6,9,9,9,7,35,7.018952930564179,4.184311690906948,0,Woman
9,6,6,9,8,43,13.634101159762329,6.7948323381260645,1,Woman
6,0,7,3,5,47,19.165913779771884,6.958198303776745,1,Woman
0,1,0,0,0,59,28.090733505666407,10.003462294050369,1,Man
-0,1,2,-0,0,42,14.135748210121887,3.688188977658744,1,Woman
2,0,1,0,3,53,9.042685733943323,5.867041484662111,1,Woman
3,4,3,4,3,40,14.870861616800948,3.6711137448973292,0,Woman
4,7,6,6,4,46,16.446889438716752,5.366256316808043,1,Woman
10,10,9,10,10,32,7.604593775087199,4.9104057709957765,0,Man
7,5,9,5,7,31,10.344344756254937,2.581794756874653,1,Woman
9,5,10,10,9,46,20.068443515310925,7.121696790044218,1,Woman
6,8,4,5,6,40,13.01123007597824,4.1291763609779215,1,Man
5,8,5,3,5,45,15.561600635712006,6.806403908573315,1,Woman
9,6,6,10,7,50,17.406089689593678,9.471478145555,1,Woman
3,2,3,3,4,42,18.208891331874177,6.754768853077421,0,Man
5,8,0,0,2,47,14.601362280199881,6.320274947637402,1,Woman
9,9,10,10,9,46,17.428740174270573,9.61778337969976,1,Woman
3,2,5,8,2,50,23.900403978131376,11.064769227396818,0,Man
6,5,5,4,5,40,20.119469904704015,7.400856966557175,1,Woman
7,9,9,6,8,37,5.985165345639068,3.0999013404501863,0,Woman
1,1,1,0,1,54,24.325226503817248,8.51213088776264,1,Woman
10,10,8,9,9,37,7.731321258652731,4.500155103949805,0,Woman
5,6,5,5,6,39,10.536908728515542,5.100817166479875,1,Man
7,7,8,6,7,51,11.44794433392287,5.965497887723475,0,Man
8,5,10,7,8,38,8.221749938040855,3.1662161395435318,1,Woman
8,6,5,8,9,41,16.324521821814226,8.937232477831797,1,Woman
6,1,3,0,4,59,20.02667261188335,10.52475408931991,1,Man
6,7,4,9,7,43,11.02017427522263,6.44317131535437,0,Man
3,2,2,3,4,56,28.41323430683327,13.912260753479185,1,Woman
6,5,4,5,6,45,16.849991958775313,8.9674213657809,1,Woman
5,7,4,9,5,43,14.91591681228272,8.325833990270993,0,Man
2,3,4,4,2,52,19.003247547039642,8.527484574324822,0,Man
0,-0,2,1,0,51,28.78464561760355,11.610146030917807,1,Man
8,6,6,7,6,42,16.129516970776216,9.439433206909555,1,Woman
7,9,5,7,6,40,19.443759055369984,7.886627152605235,0,Man
4,3,-0,2,3,54,23.736109212113618,9.325886717739191,1,Woman
6,2,6,1,3,50,18.367500793512434,10.76062066515952,1,Woman
3,1,4,1,-0,51,14.169361593665661,6.859073811737059,0,Man
2,5,1,4,1,43,10.682440618175399,6.479637390902249,1,Woman
5,9,8,6,8,41,8.654432639863156,4.899466034467263,1,Man
1,2,2,2,2,44,15.456188872438045,4.697724189143808,0,Man
6,7,5,6,5,42,9.961810222597663,7.555441040351608,1,Woman
4,4,1,6,3,43,8.219708546963789,3.7264599509416585,1,Woman
8,9,10,7,7,45,16.03177847620705,12.957015680821355,1,Man
-0,3,6,0,3,57,18.44830211507411,11.1916317749478,1,Woman
3,4,4,4,6,49,14.864509520520341,8.519955913845777,1,Man
2,0,1,2,2,51,25.32720966365035,14.963570969140733,1,Woman
5,1,3,6,4,49,25.984462272369118,11.26993240426361,1,Woman
4,5,4,2,7,33,9.278034928169104,3.781959026233249,0,Woman
3,-0,0,3,2,45,8.385313087729418,5.1625217705213515,0,Woman
5,4,6,2,3,49,20.03786814086773,10.665427010313174,1,Woman
6,4,-0,1,5,47,11.182776591052535,5.967022451508457,1,Woman
7,7,7,9,9,39,10.145459889602261,3.941743498890218,1,Woman
5,4,6,5,3,42,9.733148608942571,3.7138495026982943,1,Woman
4,5,7,8,3,43,16.592071080811337,6.980613110686127,1,Woman
4,4,4,4,6,46,17.137873928269862,9.827612076664712,0,Man
4,4,6,2,1,40,12.834647747488368,6.357952890638728,0,Man
9,9,8,9,8,39,12.425414175468918,7.252822143792491,1,Woman
2,4,4,4,4,47,18.391509016585225,7.482661771312125,1,Woman
7,6,4,6,3,37,6.055854828521557,1.4800662475834958,0,Woman
5,9,7,4,5,48,18.878531526016907,9.340819272738408,1,Woman
9,6,6,7,6,37,11.409992849621062,3.8704136601890435,0,Woman
2,1,4,2,2,53,16.613160073900655,7.809683716320128,1,Woman
5,4,2,6,4,49,19.165356218523648,9.472753370917268,1,Woman
6,6,6,7,5,42,15.282406455945132,6.172804241653261,0,Woman
3,4,5,5,1,49,12.621160805857782,7.336231448723367,0,Man
8,6,8,8,7,32,12.337386792864287,7.429849741704482,1,Woman
7,3,9,4,6,45,13.60359680516817,7.732088541365311,1,Woman
1,4,0,3,6,54,17.485892514017287,7.444342055890545,1,Woman
2,3,3,3,0,39,20.2064594550841,6.285357373565503,0,Man
-0,3,2,0,1,52,22.108753761429412,8.593638838204292,0,Man
3,3,1,2,4,47,9.120386053376206,5.0064589985303645,1,Woman
6,7,8,4,7,48,10.209864270715752,6.8483931932411926,1,Woman
3,3,3,1,1,51,24.94378261679321,8.11313078048245,1,Man
2,0,1,1,1,49,23.767360293309572,7.615044472075959,1,Man
7,6,10,6,7,38,15.985938789865738,11.080251828707311,1,Woman
6,3,6,7,2,44,15.279047730670918,8.901354861855436,1,Woman
9,6,7,6,5,35,-0.5288144303269284,1.8582506215410026,1,Woman
4,4,6,3,2,50,20.49556635749567,10.526074564131303,1,Woman
5,10,7,7,4,40,15.83965917950528,7.767778287875556,1,Woman
1,2,5,4,4,42,15.482490535956424,5.531382073196091,0,Woman
4,5,7,3,6,36,18.096842404987385,6.240165638827973,1,Woman
7,8,6,3,9,39,7.3296652764383055,5.0545207087845725,0,Woman
1,1,3,1,1,41,10.12982405493038,3.0183774657037445,1,Woman
4,0,4,3,2,43,14.41878207853581,6.668999554554873,1,Woman
7,5,3,8,9,43,12.278116374827986,6.475436858666316,0,Woman
9,9,10,9,8,36,14.273877330680087,7.581746398394955,0,Man
5,7,5,8,4,50,14.24894773896285,9.376263164636594,0,Other
6,7,7,4,5,44,18.027082838471358,10.326835827076046,0,Man
7,6,2,5,8,38,11.443227262430417,5.861365801038405,0,Woman
7,10,8,10,6,31,12.68404871896808,7.792175569883232,0,Man
7,5,6,6,6,34,15.397128333215887,5.351793475622638,1,Man
9,8,10,10,8,33,16.53558758203875,8.248015958163789,1,Woman
7,3,10,10,8,47,12.751758087456148,6.776647576982899,0,Man
5,8,6,5,7,45,23.94659972349536,11.654827281170345,1,Woman
9,8,6,10,10,36,11.714791480522146,6.424024770977196,1,Man
0,1,0,1,2,45,17.91384546811342,5.4056639719011566,0,Man
5,4,6,7,3,44,10.076457946148128,5.42376505391028,1,Woman
7,8,6,8,8,45,10.984572502513616,8.45727833010588,0,Other
4,2,4,4,4,40,15.468645149759894,5.536497954778959,0,Man
6,3,6,5,5,45,14.355981566915352,7.968239660310566,1,Woman
0,2,-0,0,0,57,23.724029671551197,6.364135610743792,1,Woman
6,3,7,4,5,41,20.9696229111805,10.787869876374135,1,Woman
6,7,7,3,5,54,25.196547641929957,14.296440284104698,1,Woman
4,5,8,5,5,33,11.055256487713393,3.8429376800895785,0,Woman
3,3,6,7,5,46,19.314496836320398,9.065043325007203,0,Man
4,1,3,1,1,46,16.226743496058642,5.796999542888866,0,Man
0,1,4,4,2,47,20.76101551458373,10.859545723692877,1,Man
6,7,6,2,3,48,18.952948727545404,8.066274886873535,1,Woman
3,6,8,4,4,41,15.302164804949287,6.429170425016563,1,Woman
10,10,10,10,9,37,5.927159095990149,1.4206228527714142,1,Man
7,5,2,5,5,35,14.11946123356421,7.326405835348396,1,Woman
4,6,4,7,7,30,9.784920305814481,2.5299013367905836,1,Man
4,7,2,8,4,47,15.96513967651082,9.956944063613117,0,Man
9,7,10,10,10,33,8.85600986978341,6.716621215879652,0,Woman
5,5,4,6,8,32,14.055734533911332,6.93486091296568,1,Woman
10,9,10,10,8,46,11.498004478685996,8.903639020347931,1,Woman
2,1,0,1,-0,50,19.98059094350655,7.777251033785362,1,Woman
7,5,7,8,7,43,13.43040295924948,7.844677432649684,1,Woman
5,2,3,5,1,41,15.520886755727332,7.957599965567202,0,Woman
10,9,10,9,10,47,14.073271678300545,6.646437758074569,1,Man
-0,7,0,4,3,44,27.92814745561462,10.520418404982909,1,Woman
3,7,5,3,3,40,8.210072810834296,0.5514448369326628,1,Man
7,5,8,7,9,48,7.516690697983567,4.726241514772828,0,Other
5,7,5,7,7,40,4.702265833698533,4.720987751047057,0,Man
5,7,0,4,8,48,15.492216319598244,6.120100350708418,0,Man
5,6,4,6,6,45,16.439057346635582,7.976645488199087,1,Man
3,-0,1,2,2,45,8.321744799651889,6.9603041381643544,1,Woman
5,6,10,4,1,50,16.409313338557496,4.631976274501167,1,Man
6,6,8,5,5,42,13.069784731041613,6.649654989042971,1,Woman
10,6,10,10,10,35,8.777718012052054,5.539424064640383,1,Woman
4,5,7,6,5,44,18.135321029740428,9.839332912484725,0,Man
4,9,3,4,6,49,21.557609247354925,8.047582678594317,1,Man
3,1,3,2,1,47,15.106655232297577,6.668667896231668,1,Man
4,3,4,2,4,43,8.03132132368285,5.242416977730795,1,Woman
0,-0,-0,3,0,50,27.834788303408434,14.82642097612161,1,Woman
9,8,10,10,9,37,17.412671416613392,6.826128466040574,1,Woman
4,5,3,6,2,44,10.120549537542527,5.2634289361793485,1,Man
5,3,8,6,3,42,6.178665256959052,3.4662189326134385,1,Woman
-0,3,5,0,3,44,15.957695477800135,6.046571509048627,1,Woman
7,6,6,8,6,43,12.461589734836716,6.552993025746393,1,Woman
5,1,3,3,5,51,15.913919312113903,6.657186421392712,1,Woman
8,5,4,8,7,36,15.571256405971624,6.618326731456003,1,Woman
2,2,-0,3,2,48,23.047632055224682,9.189873221299093,1,Woman
3,4,3,5,6,38,10.712923629880349,3.8856872525234154,0,Woman
8,10,6,8,5,47,9.896869419290184,5.194826113498644,1,Woman
3,4,2,2,1,40,10.029193678946811,5.8668715955742465,0,Man
2,5,5,4,4,51,19.766402985411204,8.9135717609917,1,Woman
4,3,6,4,4,43,12.105003529462648,7.229802673226591,1,Woman
9,4,7,9,8,33,9.91868668606866,2.8120123468237566,0,Woman
6,8,8,7,9,38,6.003186853572675,6.870326311990632,1,Woman
0,0,-0,1,1,57,24.544056453553395,7.530692203548584,1,Woman
4,6,7,5,5,48,8.975624587597384,5.5532689906362664,1,Woman
7,5,9,7,6,48,13.174626845643946,9.269871812126112,1,Woman
2,2,1,5,1,53,26.76183278894235,7.350611934476014,1,Woman
10,10,10,10,8,34,9.228749606066877,4.6759042539501134,1,Woman
4,5,4,8,8,43,17.282221283420533,8.225831341788806,1,Woman
3,6,5,5,7,51,20.61477385893518,12.400614089068544,1,Man
8,7,7,8,8,37,19.67647523692071,10.91953909100453,1,Woman
8,5,7,5,7,39,12.469363704621717,7.413847037526218,0,Man
5,6,8,8,4,46,11.132956171974682,1.713852485871647,1,Woman
4,6,7,7,6,41,9.362738785880605,7.859395182556053,1,Woman
2,2,4,0,4,49,18.23511429200856,5.792690583609144,1,Woman
10,9,7,10,10,33,3.046541119665676,3.0334267660389527,0,Woman
5,5,1,1,2,38,12.353101971914441,4.4909974721795365,0,Woman
5,5,4,6,6,43,12.00573704273735,5.585013465987142,1,Woman
5,5,3,7,8,44,7.0950847856928245,4.922539631491216,1,Man
4,5,5,5,4,39,18.928621967468803,12.617976733305767,1,Woman
0,0,1,0,-0,57,38.53231395489196,15.415730903724247,1,Woman
5,9,7,7,10,43,10.455244390352462,7.163547132109437,1,Woman
0,2,4,3,0,45,12.776162192633512,4.02467219448672,1,Woman
10,9,10,9,10,41,14.842636287990983,11.411564488983696,1,Woman
9,6,5,5,8,32,9.740236965224494,4.8674696265209105,0,Woman
5,9,3,3,8,47,20.084167714812626,9.326334395523203,0,Man
7,5,9,6,9,44,17.04494560610028,8.75374246012671,1,Woman
7,8,1,6,5,37,7.120027614605503,3.4315997360639363,0,Woman
-0,1,6,5,0,51,27.853704724338634,11.198306902009778,0,Other
4,5,3,2,3,38,16.60997222279386,8.656985383330591,0,Other
2,0,2,2,0,47,20.055113828687215,9.484222455859573,0,Man
4,4,7,6,3,42,15.693094135246401,10.257129589839671,0,Man
6,7,5,5,5,39,12.655977612584495,-0.5291690836554377,0,Woman
0,0,0,0,0,57,22.507793844741865,8.688590634718187,1,Woman
4,7,5,7,7,41,18.365204321238373,8.667645952089272,1,Woman
6,8,5,10,8,53,13.358851727577497,7.734984758043558,1,Woman
6,9,4,10,6,34,6.6262259735915965,2.1608004230444564,0,Woman
3,1,2,3,3,57,19.016008904631953,9.465108021392043,1,Woman
0,2,2,3,0,42,15.960710008971308,6.105059188973547,0,Man
4,5,3,3,5,47,23.511330823115905,11.36359757078867,1,Woman
6,3,7,4,4,30,13.00781312899431,4.886110020991985,0,Woman
5,4,4,6,4,48,9.773240730322708,7.1593557007335304,1,Woman
2,0,3,2,1,51,36.16854448825881,15.91873739503272,1,Woman
8,10,8,6,9,37,12.329698354296605,6.736182008501094,1,Woman
5,5,4,4,6,51,20.25669664163244,9.728737888520051,1,Woman
3,5,4,5,6,44,10.94874154367805,5.786685667063179,1,Woman
7,7,8,5,6,41,12.286812749041161,5.771392342167346,1,Woman
9,10,8,7,5,30,17.246346670956456,5.987510379494906,0,Woman
10,10,8,10,10,30,11.029064841088633,3.3951995486305107,1,Man
6,1,0,3,4,42,8.881686797619441,3.637901697869054,1,Other
9,10,9,10,10,29,12.997466910489482,5.082444661263985,0,Woman
10,10,9,9,10,37,0.9939988988885311,4.600706349755114,1,Woman
5,10,5,3,5,47,12.963045546309072,4.901909584633465,1,Woman
9,10,9,10,7,33,6.186517278525871,3.797567511904358,1,Man
5,10,6,5,4,44,16.148074367965435,8.986013446658054,1,Woman
7,7,4,5,2,49,18.43355781331764,9.681885487781026,1,Man
6,8,5,4,6,39,13.362089436520794,7.372894462937583,1,Woman
6,7,7,4,4,34,14.502185126270817,6.887814846251521,0,Woman
9,10,6,9,10,40,10.861114899361215,4.727194846711601,0,Man
5,5,6,3,4,56,17.945028415343536,7.054663354134086,1,Woman
5,5,5,8,3,44,12.86212871820981,3.6033761147934924,1,Woman
6,4,6,4,8,47,11.130163886402265,8.631293354741038,1,Woman
8,8,6,10,9,36,10.74981824632495,8.380887113559847,1,Woman
4,2,3,5,4,35,10.631107769118625,8.64459369605045,0,Woman
4,6,5,1,2,43,12.096817133790992,5.106748461100666,0,Woman
9,6,5,8,9,35,9.706342351374882,5.033576309685109,1,Other
7,4,8,6,8,40,14.055843583773168,7.914325754920849,1,Woman
6,6,6,7,6,28,9.481874264438684,6.840489752290363,1,Man
0,-0,0,0,0,45,19.61079546572737,5.4903877088458035,1,Woman
5,5,2,5,6,57,16.4615561016265,8.945949657167061,1,Woman
8,5,9,7,9,41,13.309519025134321,9.581259454747663,0,Man
8,7,9,7,8,34,7.746509294128982,4.331806859483974,0,Man
6,4,6,4,5,43,5.188385678293141,2.120475551395768,0,Woman
5,6,6,6,6,51,18.58062996288084,7.894617729866992,1,Man
3,0,2,3,4,48,20.568771700415713,11.054391840079704,1,Woman
9,8,10,8,8,40,15.66471718212917,9.81277175288006,1,Woman
7,6,5,7,9,30,12.802456201153117,7.27462806846273,0,Woman
0,2,4,0,0,57,24.426828384639833,10.85042502979705,1,Man
5,8,4,6,6,38,11.4607756151942,6.86050145886365,1,Woman
2,4,4,4,3,47,16.39792371836058,5.936045235620293,1,Woman
9,10,6,7,9,36,-0.8757333509636034,-0.5959375400299916,0,Woman
10,8,9,7,8,48,15.946278172828311,8.721765437827589,1,Woman
5,7,4,6,5,38,15.798109982087233,5.585270306137705,0,Man
7,6,7,6,10,33,2.1094856131971618,1.7520104447156273,0,Woman
4,5,5,2,4,46,14.746616435527093,5.659684549372711,0,Man
6,8,8,7,6,52,17.876735751732753,7.676219312876715,1,Man
3,2,3,1,1,52,22.351118340898445,10.383163028351312,1,Woman
4,6,6,1,5,42,10.74333954729762,4.313918583570137,0,Man
7,7,8,5,8,36,11.384097289955863,4.011356961876465,0,Man
7,3,6,4,7,41,11.702149266109314,6.062119627385549,0,Woman
3,1,0,1,-0,51,15.414657763732647,5.969065030436281,1,Woman
4,5,5,4,4,47,16.743672293583835,7.786437420281374,1,Woman
8,6,9,9,8,32,9.020815054344506,5.443989321938919,1,Man
4,2,0,0,-0,48,25.554380357607844,9.609659946860678,1,Woman
7,6,2,7,6,38,17.002462245311122,5.124456033809806,0,Woman
8,8,8,8,7,34,8.814263499291389,4.855721925301011,0,Woman
10,10,10,10,9,29,2.7837594456351162,0.9674736065532734,1,Man
7,6,2,10,8,42,12.404180942401911,7.2219250255132446,1,Woman
-0,0,-0,2,3,42,19.546801971134357,7.7203467877470136,1,Woman
9,10,7,10,10,50,10.647767299027688,5.046677024718111,1,Woman
5,5,3,5,4,49,19.999614886101465,8.634380036497413,1,Woman
-0,-0,3,3,2,60,22.748668066827353,13.660384584373908,1,Woman
2,4,4,2,3,56,21.236081669075816,12.192513433567445,1,Man
6,4,7,4,8,47,11.757344931503637,6.0768648432338175,1,Woman
7,3,8,7,5,47,17.9778325703673,7.6345415804940835,1,Woman
4,4,0,0,4,46,10.748270765276654,4.933552528800259,0,Man
6,5,4,6,7,36,7.491926310399112,2.729415199920024,1,Man
9,10,8,6,9,41,8.934993269874584,6.620174691497327,0,Man
1,4,1,2,5,56,28.268598221077642,13.914492577177292,1,Woman
4,2,6,1,2,49,21.650798760531725,10.379812127509911,0,Man
2,2,6,-0,0,50,17.135776724777177,7.646292446069762,1,Woman
4,5,4,6,5,51,22.927852968795076,9.8270864294225575,1,Man
3,0,2,2,2,47,15.449004698173708,7.424999446269027,1,Man
3,2,4,5,2,53,27.43362810611285,10.54760395481562,1,Woman
3,3,2,4,1,57,17.180420532953633,9.470107754590753,1,Woman
4,4,3,4,2,49,13.1538301405187,8.14286619688419,1,Man
2,1,5,2,3,53,11.275351664501905,7.959224591180963,1,Woman
7,5,9,5,8,49,16.69378141045101,10.232016508237905,1,Man
3,2,7,3,3,45,17.493976035394677,8.151459010293832,1,Woman
3,1,1,5,2,36,16.671157593746226,5.530468797507291,1,Man
9,9,6,9,10,39,3.2418262719677777,4.559262159948308,1,Woman
5,6,5,9,8,38,18.6317436671858,5.375130185084002,1,Man
6,3,6,5,4,44,12.497758830240754,7.778497640578019,1,Woman
2,5,1,2,0,48,17.10106698421839,6.714681852303178,1,Woman
3,7,2,6,3,49,11.989002712437337,6.587271447879528,1,Woman
6,9,6,6,6,38,11.956837558098245,8.042055540127457,0,Man
0,0,0,0,0,50,19.035482052773048,5.65068757848565,0,Woman
2,5,2,1,3,52,21.487536018156657,5.550935142327923,0,Man
4,0,4,6,3,48,15.818122869844315,8.786980706083225,1,Woman
7,8,4,4,7,38,15.79113632559785,5.382673496415871,0,Woman
10,8,6,10,10,34,6.181675121871187,3.3163304175042208,0,Woman
4,4,5,6,6,39,13.661727584332676,7.386303799753122,1,Woman
5,9,4,4,3,37,12.848902811346067,2.0459223480884248,1,Man
4,5,6,6,3,38,18.37775718659527,10.232751173500434,1,Woman
5,9,1,7,7,38,7.587366026154989,0.8779983043668915,0,Woman
6,5,5,4,4,47,11.90238140217472,7.220936755634033,1,Woman
3,5,5,3,3,39,9.05088128894828,1.7899801314653994,1,Man
2,2,5,4,2,45,17.981074598063447,9.527321764278067,0,Man
6,5,5,6,6,32,13.848639839783566,3.74882712233281,0,Woman
10,9,8,9,8,33,9.457123396300965,3.9920992220558777,0,Woman
6,5,6,7,7,44,6.229286309942545,-0.5289420017452642,1,Other
9,8,9,8,4,34,-0.614355042335724,1.9358563698320292,0,Woman
4,8,4,4,6,37,18.000398123321826,6.455437999559107,0,Man
3,1,1,4,3,47,16.605227469366117,4.276620756588171,0,Man
8,7,7,6,6,43,22.687083374056243,9.396076384505658,1,Woman
3,4,3,5,4,38,11.28647481679954,4.627113693663359,1,Woman
6,3,7,3,5,38,12.628148530678201,4.385197728940933,1,Man
3,3,2,3,4,55,20.024111599315574,7.718064830797738,1,Woman
7,7,6,9,4,26,13.165493210824234,5.008856264342313,0,Woman
3,4,4,7,7,39,14.209726903960053,4.1863595979952715,0,Man
5,3,7,3,4,46,18.730775275494018,7.384268196254408,0,Man
9,10,7,7,7,41,13.401511839150897,8.079612788169483,1,Woman
2,5,5,5,4,37,11.847958583446477,3.3124639155057416,0,Woman
3,6,5,5,3,58,17.174977026690506,11.133745768552663,1,Woman
3,1,5,-0,3,51,16.88720706429341,5.6109351365068605,1,Woman
5,9,6,9,9,34,9.655190156894308,4.885701720124192,1,Woman
5,6,4,8,5,40,19.512472166826,11.047334627779591,1,Woman
0,6,0,0,1,58,28.29034155960052,14.085712435002332,1,Woman
10,10,10,10,10,37,20.10407836034798,10.263341487554104,1,Woman
2,-0,2,1,3,49,20.40266205218531,6.351021895131789,0,Man
5,8,4,7,2,42,10.254109572760031,7.9663089984136315,0,Man
2,2,5,2,4,50,17.026691288711817,6.919786160201203,1,Woman
6,10,3,4,5,48,12.481142547147643,7.966732407833781,1,Man
0,1,4,3,0,54,19.837477842677004,10.71358011550897,1,Woman
9,6,8,4,7,42,9.340261478878801,7.536910758562561,1,Woman
8,5,7,9,7,38,8.68201849183411,4.256950361791757,0,Man
4,3,5,3,2,48,23.988305539311654,10.742228818597905,1,Man
2,3,0,2,3,43,17.2084826094154,9.574492354914925,0,Other
4,5,4,7,5,39,15.296615715317415,6.983731366856363,1,Woman
6,5,3,5,7,47,15.405652165020637,4.70377065070534,1,Woman
8,8,10,6,9,37,9.081107929148779,5.230726136353269,0,Woman
10,10,5,10,8,36,7.540661333917381,5.241801100031392,0,Man
8,7,10,7,7,46,13.874371107941343,4.560344871117225,0,Man
1,2,3,0,3,49,8.030196844356139,1.583461360889733,0,Woman
7,7,7,8,10,34,11.007180537866827,6.353755455932082,1,Man
8,8,8,9,8,34,0.40571668208451506,3.2784068770078014,1,Man
0,0,0,0,1,51,18.21730654470302,3.8411697365668216,1,Woman
3,3,1,3,4,56,19.576762716156093,9.327467960835804,1,Woman
2,-0,5,0,0,52,22.832636282782296,10.793125364713664,1,Woman
5,8,5,3,5,47,20.17089040715827,7.16201418402865,1,Woman
7,10,10,6,7,42,12.480630475896453,3.1609001678285535,0,Woman
6,5,7,7,5,39,25.764167231968145,10.691025616146618,1,Man
8,8,10,9,8,33,7.639551868980532,5.428703054834649,1,Woman
2,6,0,4,3,52,17.10412742129087,6.1129751149006735,1,Woman
2,1,2,2,3,47,21.104463121734995,11.363238364144504,1,Woman
8,5,4,5,8,46,12.312908195292756,5.190828398815041,0,Man
5,4,4,6,3,40,16.377311343868787,4.343230450678158,1,Woman
8,7,9,4,7,36,5.961518417312323,7.961632562489255,0,Woman
1,9,5,2,4,50,17.315675360916224,7.818067531676538,1,Woman
6,6,4,4,6,41,6.356357798166631,4.773724732663273,0,Woman
5,6,2,3,5,52,18.333943160944646,9.139169098617304,1,Man
2,3,6,6,6,50,12.346002583549806,8.362281768512254,0,Other
3,3,5,5,4,47,11.091507294709585,5.236701790247823,1,Woman
10,10,10,9,10,31,4.8981512825177465,7.92298771237481,1,Woman
4,2,4,2,2,52,17.615112637351096,2.9758316040780457,1,Woman
6,3,8,4,3,53,17.76163113070961,10.989236323972618,0,Man
6,5,5,8,7,51,24.647508157201774,11.515230454114008,1,Woman
5,6,7,4,4,36,14.633397513166832,6.242769237226247,0,Woman
2,2,1,0,0,48,19.643353116135074,9.524527510181729,0,Man
7,5,6,6,4,30,11.02686296647786,2.847259407839438,0,Man
